credit.policy,purpose_clean2,int.rate,installment,log.annual.inc,annual_inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
0,Credit Card,0.14,68.54,11.29,80000.00,14.85,647,5219.96,21180,77.90,1,0,0,0
0,All Other,0.14,856.63,12.43,250000.00,19.09,692,10259.96,214559,63.50,1,0,0,0
0,Debt Consolidation,0.15,297.37,10.66,42600.00,4.54,647,3090.00,4181,97.20,2,0,0,0
0,Debt Consolidation,0.15,293.05,11.35,85000.00,15.71,642,4200.00,14578,99.20,3,2,0,0
0,Debt Consolidation,0.14,485.63,10.33,30680.00,12.91,667,4079.96,10442,52.20,15,0,0,1
0,Debt Consolidation,0.16,490.12,10.65,42000.00,18.94,652,4139.96,17059,82.40,1,0,0,0
0,Debt Consolidation,0.12,132.80,10.60,40000.00,3.39,677,630.00,4152,62.90,2,0,0,0
0,All Other,0.11,49.13,10.42,33600.00,13.50,682,1980.00,0,0.00,4,0,0,0
0,Debt Consolidation,0.15,207.47,10.65,42000.00,13.34,647,2639.96,23544,94.90,3,0,0,0
0,Debt Consolidation,0.13,304.29,11.13,67992.00,18.51,672,3329.96,7920,76.90,10,0,0,0
0,Debt Consolidation,0.15,172.11,11.40,89500.00,16.57,647,5129.96,21251,80.80,0,0,0,0
0,All Other,0.15,70.57,9.21,10000.00,13.80,642,900.00,3646,91.10,2,0,0,0
0,All Other,0.12,667.06,11.26,78000.00,2.38,692,1650.00,4361,42.30,5,1,0,0
0,Debt Consolidation,0.16,281.58,11.43,92500.00,21.91,647,4950.00,13446,94.00,3,0,1,0
0,All Other,0.15,258.16,10.78,48000.00,19.63,657,4379.96,45076,56.80,6,0,0,1
0,Credit Card,0.13,185.11,10.13,25000.00,19.87,667,570.00,6156,50.50,0,0,0,0
0,All Other,0.17,375.24,11.00,60000.00,29.30,677,7920.00,2737,9.60,6,0,0,1
0,Home Improvement,0.14,271.68,10.37,31800.00,21.28,672,1081.00,7184,66.50,3,0,0,0
0,Debt Consolidation,0.14,445.45,10.49,36000.00,18.93,667,1298.00,17784,52.00,5,0,0,1
0,Debt Consolidation,0.16,246.38,11.05,63000.00,22.74,647,5519.96,13910,77.70,0,1,0,0
0,Debt Consolidation,0.19,214.20,10.78,48000.00,27.33,642,1718.00,5660,75.80,3,0,0,0
0,Debt Consolidation,0.14,171.33,10.67,43000.00,10.38,647,4409.96,9168,89.00,1,0,0,0
0,Educational,0.11,157.92,10.24,28000.00,5.14,677,816.96,40,3.30,1,0,0,0
0,Debt Consolidation,0.13,38.04,10.52,37200.00,16.81,652,3900.00,1097,58.10,6,0,1,1
0,All Other,0.13,497.01,10.09,24000.00,2.70,672,1800.00,923,21.50,7,0,0,1
0,All Other,0.12,330.53,11.41,90000.00,19.93,717,5355.00,35140,43.30,8,0,0,0
0,Major Purchase,0.12,266.83,11.31,81640.00,14.20,677,5609.96,1921,23.70,9,0,1,0
0,Major Purchase,0.12,770.46,10.86,52000.00,17.03,707,2579.96,15455,22.40,11,0,0,1
0,Credit Card,0.11,180.15,11.16,70000.00,15.51,692,6629.96,8333,57.50,5,0,1,0
0,Credit Card,0.15,121.03,10.67,43000.00,20.76,657,3600.00,9366,85.10,0,0,0,0
0,Debt Consolidation,0.15,413.06,10.78,48000.00,3.80,657,3389.96,4554,44.60,0,0,0,0
0,Debt Consolidation,0.15,397.71,10.46,35000.00,13.89,647,2501.00,15168,35.30,3,0,0,0
0,All Other,0.14,203.76,11.51,100000.00,9.28,662,7110.00,33351,99.00,4,2,0,0
0,Debt Consolidation,0.10,192.93,10.50,36200.00,17.87,717,4859.96,12736,59.20,4,0,0,0
0,All Other,0.09,96.03,9.21,10000.00,3.60,707,510.00,814,10.70,1,0,0,0
0,Debt Consolidation,0.17,371.96,10.67,43000.00,22.55,642,1380.00,11967,84.90,2,0,0,1
0,Debt Consolidation,0.15,277.84,11.49,98000.00,6.73,642,3419.96,23522,60.20,0,0,0,0
0,Credit Card,0.15,207.47,10.78,48000.00,22.13,657,8099.96,22512,57.90,6,0,0,0
0,Debt Consolidation,0.15,348.87,11.02,60780.00,15.10,642,2669.96,4344,54.30,3,0,0,0
0,Major Purchase,0.13,338.10,11.10,66000.00,9.13,672,2821.00,6673,40.90,4,1,0,1
0,All Other,0.12,664.00,11.41,90012.00,18.96,707,2549.96,17212,39.70,7,0,0,0
0,Major Purchase,0.13,148.77,10.52,37200.00,18.04,662,3900.00,1085,57.50,6,0,1,1
0,All Other,0.15,82.99,10.28,29000.00,28.06,702,3389.96,4253,16.30,5,0,0,0
0,Credit Card,0.15,247.84,10.35,31389.00,17.78,652,3630.00,8382,64.50,1,2,0,1
0,Debt Consolidation,0.16,437.99,11.48,97000.00,11.84,652,4079.96,21861,88.10,2,0,0,0
0,Debt Consolidation,0.11,489.03,11.50,99000.00,8.65,712,8220.00,114516,37.10,7,1,0,0
0,Credit Card,0.12,200.12,11.25,77000.00,17.69,672,10530.00,57578,76.90,5,0,0,0
0,Credit Card,0.14,272.92,11.29,80000.00,11.10,657,8069.96,9034,64.50,0,0,0,0
0,Debt Consolidation,0.13,84.14,10.71,45000.00,22.32,672,6390.00,4744,32.10,9,0,0,1
0,All Other,0.15,348.87,11.98,160000.00,25.72,682,3749.96,205347,90.30,4,0,0,0
0,All Other,0.14,169.80,10.40,33000.00,16.62,657,1632.00,7966,106.20,0,0,0,0
0,Credit Card,0.15,85.09,10.09,24000.00,28.15,697,1499.96,4708,72.40,2,0,0,0
0,Debt Consolidation,0.16,280.31,10.78,48000.00,25.40,677,1980.00,6814,34.90,8,0,0,1
0,Debt Consolidation,0.14,341.15,10.76,46900.00,19.73,662,11940.00,61882,60.60,0,0,0,0
0,All Other,0.12,116.20,9.98,21504.00,26.84,772,12990.00,1511,11.40,2,0,0,0
0,Credit Card,0.14,68.54,10.49,36000.00,17.17,647,719.96,5065,84.40,3,0,0,0
0,Credit Card,0.14,342.66,11.42,91000.00,12.99,657,3065.96,7053,44.10,0,2,0,1
0,Debt Consolidation,0.17,89.56,10.60,40000.00,25.77,652,5609.96,28446,64.10,10,3,0,0
0,All Other,0.14,407.52,10.60,40000.00,3.90,662,3270.00,6560,37.90,10,0,0,1
0,Debt Consolidation,0.19,535.95,11.01,60320.00,24.29,657,3180.00,28890,72.00,1,0,0,0
0,Credit Card,0.11,315.84,11.64,113000.00,18.54,707,9899.96,45303,46.00,6,0,0,0
0,Debt Consolidation,0.12,249.00,11.18,72000.00,5.70,682,9119.96,10832,32.00,5,0,0,0
0,Major Purchase,0.11,163.77,10.55,38000.00,0.47,682,449.96,4254,33.20,5,0,0,0
0,Debt Consolidation,0.14,342.66,10.47,35400.00,7.63,657,4320.00,5957,82.70,0,0,1,0
0,Debt Consolidation,0.15,414.93,10.55,38000.00,9.76,652,2609.96,5628,54.60,0,0,0,0
0,Debt Consolidation,0.13,176.70,9.90,20000.00,13.38,667,900.00,3987,97.20,1,0,0,1
0,Debt Consolidation,0.18,807.80,12.04,170000.00,26.97,682,9599.96,119451,95.00,0,0,0,0
0,Debt Consolidation,0.15,688.42,11.33,83000.00,25.40,717,6569.96,26938,75.90,0,0,0,1
0,Debt Consolidation,0.17,573.16,10.72,45120.00,16.44,652,1859.96,12700,92.00,3,0,0,0
0,Debt Consolidation,0.15,344.21,10.49,36000.00,6.13,657,13740.00,9060,78.10,1,0,0,0
0,Credit Card,0.17,373.62,10.74,46000.00,23.22,652,3005.96,19508,68.00,1,0,0,0
0,Debt Consolidation,0.18,361.38,11.29,80000.00,29.72,672,8489.96,25879,77.20,2,3,0,0
0,All Other,0.09,284.66,11.05,63000.00,0.29,737,360.00,76,7.60,1,0,0,0
0,Debt Consolidation,0.18,411.99,11.46,95000.00,20.48,652,7207.00,10705,44.60,7,1,1,0
0,Credit Card,0.17,182.70,10.70,44187.00,26.78,657,1980.00,12061,89.30,8,0,0,0
0,All Other,0.09,179.26,11.78,130000.00,3.06,722,4560.00,1743,19.40,8,0,0,1
0,Educational,0.14,123.36,10.56,38400.00,19.81,652,5219.96,1682,46.70,7,2,0,1
0,Credit Card,0.15,345.78,11.51,100000.00,9.73,647,4799.96,19717,95.70,1,0,1,1
0,Debt Consolidation,0.12,166.00,10.31,30000.00,20.76,687,4079.96,14536,68.90,4,0,0,0
0,Credit Card,0.14,227.87,10.92,55000.00,23.04,687,4079.96,17568,66.00,4,0,0,0
0,Debt Consolidation,0.14,85.29,10.13,25000.00,4.18,647,509.96,2634,38.20,4,0,0,0
0,Credit Card,0.18,503.22,11.10,66000.00,24.71,657,6870.00,28570,93.70,7,0,0,1
0,All Other,0.18,116.95,10.69,44000.00,26.84,647,16260.00,31416,97.60,4,1,0,0
0,Educational,0.13,83.77,10.05,23169.00,3.78,677,660.00,1548,70.40,3,0,0,1
0,Credit Card,0.17,644.80,11.05,63000.00,25.68,677,5579.96,6461,64.60,2,1,0,0
0,All Other,0.14,183.39,10.36,31600.00,3.11,657,5879.96,4383,54.80,5,0,0,1
0,Credit Card,0.15,414.93,11.23,75686.00,10.24,652,1889.96,19512,38.30,1,1,0,0
0,All Other,0.16,353.55,12.39,240000.00,12.37,652,5850.96,188,37.60,1,5,0,0
0,Debt Consolidation,0.11,163.01,11.29,80000.00,12.08,702,6090.00,14434,56.40,9,0,1,0
0,All Other,0.18,21.59,10.08,23826.00,26.89,642,720.00,495,99.00,2,0,0,1
0,Credit Card,0.16,211.18,11.98,160000.00,28.34,682,3749.96,205347,90.30,4,0,0,0
0,All Other,0.12,247.90,11.18,72000.00,21.22,702,3689.96,87698,33.60,1,0,0,0
0,Credit Card,0.15,309.79,10.82,50000.00,27.84,692,3450.00,39486,86.40,1,0,0,0
0,Debt Consolidation,0.17,644.80,11.41,90000.00,25.59,687,4680.00,61915,86.20,1,0,0,0
0,All Other,0.09,224.07,11.51,100000.00,7.60,717,4560.00,32145,83.10,8,0,0,1
0,Debt Consolidation,0.12,196.71,11.39,88000.00,20.84,687,5189.96,44040,83.30,17,0,1,1
0,All Other,0.14,45.00,11.10,66000.00,11.65,647,4620.00,11518,94.30,0,0,0,1
0,Debt Consolidation,0.16,530.33,11.41,90000.00,18.12,657,6390.00,13605,70.90,2,1,0,0
0,All Other,0.11,163.77,11.64,113000.00,5.00,682,9899.96,30461,37.00,4,0,0,0
0,All Other,0.19,291.68,12.30,220000.00,6.87,647,4049.96,378,5.00,0,11,1,0
0,All Other,0.08,15.75,11.51,100000.00,14.02,747,1020.00,56,5.60,1,0,0,0
0,All Other,0.15,242.05,10.65,42000.00,11.14,642,1260.00,14902,80.10,1,0,0,0
0,Debt Consolidation,0.14,143.92,10.40,33000.00,9.20,647,4799.96,5509,96.60,1,1,1,1
0,Debt Consolidation,0.17,279.42,10.86,52000.00,28.36,672,4469.96,17905,92.30,1,0,1,0
0,Credit Card,0.18,181.50,11.00,60000.00,27.14,642,2370.00,37962,85.10,1,0,0,0
0,Debt Consolidation,0.11,97.81,10.20,27000.00,18.89,697,3812.00,0,81.30,0,0,0,0
0,Debt Consolidation,0.10,164.76,9.62,15000.00,11.12,707,6209.96,9115,37.80,11,0,0,1
0,All Other,0.13,308.26,11.46,95030.00,27.40,747,6959.96,66423,40.50,7,0,0,1
0,Credit Card,0.14,136.21,10.09,24000.00,29.70,727,5640.00,9862,16.40,0,1,0,0
0,Debt Consolidation,0.15,453.52,10.60,40000.00,14.52,657,3810.00,8545,82.20,3,0,0,0
0,Debt Consolidation,0.13,30.29,9.45,12760.00,25.11,717,3180.00,3584,50.60,0,0,0,0
0,Credit Card,0.18,399.28,11.61,110000.00,11.09,657,2130.00,40915,2.40,1,0,0,1
0,All Other,0.10,289.40,11.09,65332.00,17.12,727,4560.00,44248,22.80,4,0,0,0
0,All Other,0.14,203.76,10.55,38000.00,25.93,707,6915.00,39481,92.90,0,0,0,1
0,Debt Consolidation,0.13,134.03,10.60,40000.00,20.07,677,4409.96,15721,85.40,4,0,0,0
0,All Other,0.15,193.64,11.20,73000.00,20.60,657,3329.96,2166,83.30,2,0,0,1
0,Credit Card,0.13,216.39,10.52,37000.00,25.07,717,4590.00,13913,43.00,0,0,0,0
0,Debt Consolidation,0.15,167.70,10.92,55176.00,10.40,647,3600.00,6171,67.10,1,3,1,1
0,Debt Consolidation,0.15,314.10,10.90,54150.00,17.24,657,2699.96,10643,71.90,1,0,0,0
0,All Other,0.15,259.33,11.16,70000.00,25.68,692,6959.96,64723,69.90,0,0,0,0
0,All Other,0.14,270.70,10.78,48000.00,15.10,657,4710.00,5192,78.70,0,1,0,1
0,Debt Consolidation,0.14,163.75,10.74,46000.00,22.72,662,2010.00,0,71.70,6,0,0,0
0,Credit Card,0.13,201.94,10.57,39000.00,25.48,732,3611.00,13047,43.50,0,0,0,0
0,Debt Consolidation,0.15,165.23,11.05,63000.00,11.39,642,4019.96,11823,54.20,2,0,0,0
0,Educational,0.14,190.18,10.57,39000.00,6.77,657,725.00,4885,57.50,0,0,0,0
0,Debt Consolidation,0.13,100.97,10.55,38000.00,19.52,672,4529.96,8443,33.20,4,1,0,0
0,Credit Card,0.16,148.04,10.82,50000.00,21.50,652,5519.96,17817,55.50,1,0,0,1
0,Credit Card,0.11,58.69,11.72,123000.00,11.55,682,4950.00,15853,63.40,6,0,0,0
0,Debt Consolidation,0.12,106.73,10.92,55000.00,9.10,667,3480.00,1062,59.00,12,0,0,1
0,Home Improvement,0.18,163.72,10.82,50000.00,24.46,647,5790.00,16723,70.60,0,0,0,0
0,Debt Consolidation,0.17,179.12,10.46,35000.00,26.78,652,4230.00,5101,92.70,5,1,1,1
0,Debt Consolidation,0.11,119.27,10.78,48000.00,13.00,687,5519.96,82141,91.80,3,0,0,1
0,Debt Consolidation,0.14,119.71,10.56,38500.00,10.91,657,5040.00,3513,92.40,1,0,0,0
0,Debt Consolidation,0.15,123.06,11.41,90000.00,9.37,647,2850.00,20827,74.40,1,0,0,0
0,Debt Consolidation,0.16,324.11,10.57,39000.00,22.58,652,4889.96,29629,75.80,3,0,0,0
0,All Other,0.15,266.55,11.85,140000.00,18.08,647,2760.00,12578,76.70,0,0,0,1
0,Home Improvement,0.19,227.87,11.00,60000.00,26.08,642,5790.00,57415,83.10,1,0,0,0
0,All Other,0.13,73.72,10.60,40000.00,10.53,667,3570.00,4832,25.00,5,1,0,0
0,Debt Consolidation,0.15,74.35,10.46,35000.00,13.68,642,3900.00,4207,79.40,4,0,0,1
0,All Other,0.15,79.53,11.23,75000.00,16.05,652,3029.96,894,89.40,1,0,0,1
0,Debt Consolidation,0.15,151.28,11.43,92184.00,26.24,697,3449.96,150334,87.70,0,0,0,0
0,Debt Consolidation,0.15,75.73,10.84,50844.00,7.27,647,4409.96,6417,71.30,0,0,0,0
0,Home Improvement,0.15,172.89,10.86,52000.00,14.17,642,7439.96,5355,43.50,1,2,0,0
0,Debt Consolidation,0.17,143.29,10.31,30000.00,28.56,667,2669.96,14951,82.10,5,1,0,0
0,Debt Consolidation,0.14,207.31,10.60,40000.00,26.88,702,3096.00,12531,71.60,0,0,0,1
0,Debt Consolidation,0.11,196.52,10.60,40000.00,13.44,692,3480.00,19372,73.90,4,0,0,0
0,Debt Consolidation,0.16,218.12,10.80,48991.00,27.41,677,5189.96,20582,96.20,0,0,0,0
0,All Other,0.11,190.82,10.71,45000.00,22.45,712,5129.96,18933,60.30,9,0,0,1
0,Debt Consolidation,0.18,179.92,11.92,150000.00,27.86,652,5999.96,110498,99.70,7,0,0,1
0,Debt Consolidation,0.14,135.84,10.80,49000.00,18.74,667,3540.00,16195,88.50,4,1,0,0
0,All Other,0.15,41.68,10.60,40000.00,24.81,657,3870.00,7809,85.80,5,1,1,1
0,Debt Consolidation,0.14,204.69,11.23,75000.00,25.84,702,3248.00,30509,69.20,0,0,0,0
0,Credit Card,0.14,104.05,11.23,75000.00,10.14,647,7260.00,17142,54.60,2,0,0,0
0,Credit Card,0.11,58.96,11.26,77712.00,18.24,687,10379.96,80490,55.20,1,0,0,1
0,Debt Consolidation,0.15,207.47,11.16,70000.00,12.65,642,7890.00,4208,89.50,1,0,2,0
0,Credit Card,0.14,102.80,10.40,33000.00,22.79,657,1650.00,7958,106.10,0,0,0,0
0,All Other,0.13,104.81,10.71,45000.00,12.00,657,8940.00,2829,108.80,0,0,0,0
0,Credit Card,0.13,108.20,11.25,77134.12,19.96,662,3210.00,14188,71.30,5,0,0,0
0,Debt Consolidation,0.13,60.58,10.56,38400.00,8.34,657,1620.96,442,12.60,3,0,0,0
0,Debt Consolidation,0.15,103.63,10.49,36000.00,15.87,642,2127.00,2779,86.80,1,1,0,1
0,Debt Consolidation,0.09,115.24,11.41,90000.00,10.43,717,7260.00,13544,48.90,4,0,1,0
0,Home Improvement,0.12,116.74,11.03,62000.00,26.74,737,5430.00,9366,40.70,6,0,0,1
0,Home Improvement,0.11,202.13,11.15,69750.00,10.63,697,3900.00,5031,59.20,4,0,0,1
0,Debt Consolidation,0.15,242.05,11.39,88500.00,16.30,647,3180.00,9600,72.70,4,0,0,1
0,All Other,0.12,90.90,10.46,35000.00,10.15,677,899.96,2315,77.20,1,0,0,0
0,All Other,0.14,170.58,11.23,75000.00,16.16,652,3029.96,894,89.40,1,0,0,1
0,Credit Card,0.13,83.77,10.95,57000.00,24.17,702,8459.96,30734,83.60,4,0,1,0
0,Debt Consolidation,0.15,258.16,11.26,78000.00,18.37,657,2190.00,18158,55.80,1,0,0,0
0,Home Improvement,0.14,255.86,11.05,62796.00,24.59,687,3089.96,29828,83.60,7,0,0,0
0,Debt Consolidation,0.17,107.01,11.41,90000.00,28.30,667,7709.96,42876,79.10,5,0,0,0
0,Debt Consolidation,0.19,185.04,11.23,75000.00,28.66,652,6150.00,24671,72.30,3,0,0,0
0,Major Purchase,0.08,125.35,10.31,30000.00,12.20,752,539.96,70,2.90,0,0,0,0
0,All Other,0.15,68.85,11.13,68000.00,24.16,662,5370.00,10498,100.00,1,0,0,1
0,All Other,0.11,210.56,10.65,42000.00,5.60,682,1199.96,4713,61.20,6,0,0,1
0,Debt Consolidation,0.15,260.47,10.99,59004.00,17.59,647,3480.00,8135,79.00,3,0,0,1
0,All Other,0.15,138.31,10.13,24996.00,3.55,642,509.96,2387,88.40,3,0,0,0
0,Debt Consolidation,0.15,175.55,10.71,45000.00,26.40,697,3840.00,5132,41.40,2,0,0,0
0,Debt Consolidation,0.13,57.48,10.17,26208.00,11.72,652,2520.00,6962,31.20,2,1,0,0
0,Credit Card,0.14,163.01,10.50,36400.00,4.65,652,2040.00,4684,80.80,1,1,0,0
0,Major Purchase,0.13,46.91,9.74,17000.00,20.40,672,990.00,3368,42.10,6,0,0,0
0,All Other,0.11,230.30,11.42,90900.00,11.93,677,3029.96,12965,96.80,4,0,0,1
0,All Other,0.14,102.80,10.71,45000.00,6.69,652,4260.00,12862,66.60,1,0,0,1
0,All Other,0.11,210.56,10.92,54996.00,2.71,682,720.00,5815,49.30,1,0,0,0
0,Home Improvement,0.10,188.91,10.60,40000.00,17.43,727,4559.96,33,0.10,4,0,1,1
0,Major Purchase,0.08,94.01,9.55,14000.00,1.29,737,390.00,100,1.00,2,0,0,0
0,Debt Consolidation,0.13,84.53,9.95,21000.00,3.94,662,720.00,3402,64.20,1,0,0,1
0,Credit Card,0.15,165.23,11.39,88500.00,19.75,647,3210.00,9976,75.60,3,0,0,1
0,All Other,0.16,265.17,11.29,80000.00,28.35,682,3300.00,61422,85.10,0,0,0,0
0,All Other,0.19,244.28,11.83,137500.00,28.26,642,3809.96,205016,88.30,3,0,0,0
0,Debt Consolidation,0.15,62.24,11.00,60000.00,21.86,647,2790.00,47253,89.20,3,0,0,0
0,Debt Consolidation,0.12,247.90,11.23,75000.00,20.67,707,4230.00,75661,58.60,2,0,0,0
0,Educational,0.14,135.84,10.71,45000.00,17.63,657,1050.00,12514,53.00,1,0,0,0
0,Home Improvement,0.08,62.97,10.65,42000.00,0.29,727,570.00,305,8.00,2,0,0,0
0,Debt Consolidation,0.12,247.90,11.05,63000.00,17.50,682,3540.00,2535,19.10,6,0,0,0
0,Major Purchase,0.12,33.36,9.74,17000.00,1.62,662,539.96,984,98.40,1,0,0,0
0,All Other,0.11,33.73,9.39,12000.00,20.40,697,990.00,440,11.90,3,0,0,1
0,Debt Consolidation,0.13,252.42,10.82,49920.00,18.87,672,4559.96,5559,54.50,5,2,0,0
0,Debt Consolidation,0.15,69.78,10.80,49000.00,17.85,642,4590.00,1690,4.30,1,2,0,0
0,Educational,0.12,250.15,11.56,105000.00,21.34,687,4230.00,20947,51.80,7,0,0,1
0,All Other,0.15,259.33,11.17,71000.00,24.73,672,5880.00,34872,75.70,4,0,0,0
0,All Other,0.14,255.86,12.01,165000.00,20.95,672,6389.96,14289,34.30,5,1,0,0
0,All Other,0.09,126.52,9.90,20000.00,0.90,732,570.00,37,1.50,3,0,0,0
0,Credit Card,0.14,75.06,10.60,40000.00,10.35,642,1589.96,11606,77.90,1,0,0,1
0,All Other,0.13,64.79,10.34,31000.00,21.65,667,1050.00,11806,42.90,8,0,0,1
0,Debt Consolidation,0.13,252.42,12.07,175000.00,14.78,667,7530.00,84355,95.90,4,0,0,0
0,Debt Consolidation,0.09,160.05,10.60,40000.00,10.53,722,3240.00,17755,30.70,4,0,0,0
0,All Other,0.11,98.26,10.60,40000.00,3.09,677,1291.96,3127,104.20,0,0,0,0
0,All Other,0.14,164.48,10.46,35004.00,2.37,647,3630.00,2161,61.70,2,0,0,0
0,All Other,0.08,220.39,10.13,25000.00,2.21,732,2031.96,1568,9.10,4,0,0,0
0,All Other,0.14,238.81,10.31,30000.00,10.80,657,2324.96,5710,48.80,0,1,0,0
0,All Other,0.10,243.38,12.09,178000.00,15.69,712,4410.00,161337,62.90,3,0,0,0
0,Debt Consolidation,0.16,265.17,11.22,74624.00,24.01,657,1589.96,8772,52.50,4,0,0,0
0,All Other,0.08,157.43,10.82,50000.00,0.60,737,609.00,973,8.30,0,0,0,0
0,All Other,0.09,240.08,11.70,120000.00,19.46,752,10769.96,190486,80.80,1,0,0,1
0,Credit Card,0.13,234.55,11.18,72000.00,25.78,742,12218.96,52964,71.10,3,0,0,0
0,Home Improvement,0.09,143.25,11.07,63996.00,9.17,722,5790.00,4764,58.10,8,0,0,0
0,Debt Consolidation,0.14,203.76,11.48,96996.00,12.15,657,3241.00,8918,70.20,3,0,0,1
0,All Other,0.14,119.41,11.26,78000.00,8.86,647,2910.00,5376,71.70,8,1,0,1
0,Debt Consolidation,0.14,135.84,10.86,52000.00,10.99,652,6990.00,11587,54.00,3,0,1,1
0,Credit Card,0.15,258.16,10.97,58000.00,16.04,652,3514.00,939,11.70,1,0,1,1
0,All Other,0.19,58.34,11.73,124200.00,28.29,642,6359.96,73943,98.10,0,0,0,0
0,Debt Consolidation,0.11,246.75,11.81,135000.00,21.32,712,12450.00,76428,68.80,14,0,1,1
0,Credit Card,0.14,218.34,10.65,42000.00,17.37,657,1710.00,8312,85.70,0,1,0,0
0,Credit Card,0.14,220.74,11.31,81500.00,10.95,657,4620.00,4037,21.10,0,0,0,0
0,All Other,0.13,60.86,10.35,31200.00,10.85,652,1169.96,162,54.00,1,0,0,0
0,All Other,0.12,160.10,10.92,55000.00,14.64,667,4229.96,20749,89.10,6,1,0,1
0,All Other,0.08,56.68,10.74,46000.00,0.65,732,809.96,309,9.10,1,0,0,0
0,Major Purchase,0.10,128.62,10.75,46746.00,7.29,707,990.00,0,19.30,0,0,0,0
0,Debt Consolidation,0.15,189.32,10.60,40000.00,4.89,642,4680.00,4030,62.00,0,0,0,0
0,Credit Card,0.10,48.68,8.92,7500.00,4.96,687,600.00,1954,43.40,1,0,0,0
0,All Other,0.17,124.84,11.16,70000.00,25.51,662,5189.96,7461,90.50,8,0,0,1
0,Debt Consolidation,0.10,242.29,11.56,105000.00,13.37,712,5279.96,5495,13.10,6,0,0,0
0,All Other,0.12,40.03,10.24,28000.00,7.64,662,1020.00,2391,99.60,0,0,0,0
0,Debt Consolidation,0.12,208.25,10.65,42000.00,9.71,682,3599.96,29116,78.10,5,0,0,0
0,Debt Consolidation,0.06,184.28,10.36,31560.00,7.49,647,2369.96,7884,63.10,1,0,0,0
0,Debt Consolidation,0.12,181.79,9.90,20004.00,9.90,677,1471.00,5111,104.30,4,0,0,0
0,Debt Consolidation,0.10,96.47,9.47,12996.00,5.45,702,660.00,1470,21.60,0,0,0,1
0,All Other,0.08,94.01,9.90,20000.00,7.66,732,1080.00,814,9.50,0,0,0,0
0,Major Purchase,0.10,97.27,9.68,15996.00,1.73,707,755.00,758,47.40,1,0,0,0
0,Debt Consolidation,0.16,197.99,11.05,63000.00,26.46,662,2309.96,14343,42.10,2,0,0,0
0,Debt Consolidation,0.16,122.64,10.97,57996.00,28.70,692,3869.96,9662,50.90,5,0,0,0
0,Home Improvement,0.15,260.47,11.23,75000.00,17.76,647,5850.00,12902,70.10,0,0,0,0
0,Credit Card,0.13,114.96,10.31,30000.00,23.44,687,990.00,3451,30.30,2,0,0,0
0,Home Improvement,0.14,254.70,10.92,55000.00,15.10,662,3900.00,17599,41.70,11,0,0,0
0,Debt Consolidation,0.11,128.56,10.65,42000.00,14.46,692,4109.96,3083,16.30,4,1,0,0
0,All Other,0.08,182.46,10.27,28800.00,0.42,782,2580.00,449,15.00,1,0,0,0
0,All Other,0.14,135.84,10.93,56004.00,8.98,652,3630.00,1254,96.50,2,0,0,0
0,Debt Consolidation,0.12,249.00,11.88,145000.00,18.16,682,6689.96,105863,49.30,8,0,0,1
0,Debt Consolidation,0.16,63.95,9.90,20004.00,25.07,667,1319.96,5411,35.60,3,0,0,0
0,All Other,0.13,169.05,10.84,51000.00,9.22,657,4949.96,3024,65.70,1,0,2,0
0,All Other,0.15,41.31,10.82,49825.00,22.20,652,2999.96,12759,78.80,2,0,0,0
0,All Other,0.14,81.51,10.17,26160.00,22.94,662,479.96,558,22.30,4,0,0,0
0,All Other,0.13,75.39,11.67,116820.00,11.74,667,3359.96,210,70.00,11,1,0,0
0,All Other,0.11,32.61,10.00,22000.00,14.70,687,3119.96,6720,101.80,2,0,0,1
0,Credit Card,0.11,245.65,11.10,66000.00,6.38,692,3630.00,23192,85.60,4,0,0,0
0,Credit Card,0.11,213.85,11.43,92000.00,2.78,682,3869.96,32776,65.00,4,0,0,0
0,Debt Consolidation,0.13,67.62,10.37,32000.00,6.94,652,3180.00,2324,12.90,1,2,2,0
0,All Other,0.16,149.59,10.46,35004.00,26.36,667,6960.00,6644,35.90,12,0,0,0
0,Debt Consolidation,0.13,134.03,10.01,22200.00,23.02,702,1050.00,2740,21.10,6,0,0,0
0,All Other,0.13,121.72,11.23,75480.00,9.14,657,3180.00,3453,53.10,0,0,0,0
0,Major Purchase,0.10,113.58,11.16,70000.00,12.86,692,3839.96,6469,8.70,15,0,0,1
0,Debt Consolidation,0.12,199.20,10.78,48000.00,15.38,677,4229.96,4956,40.00,4,0,0,0
0,Home Improvement,0.17,107.01,11.16,70000.00,25.03,657,7950.00,43878,94.80,0,0,0,0
0,Educational,0.13,67.02,11.95,155000.00,17.69,662,4410.00,32135,91.10,11,0,0,0
0,All Other,0.14,61.13,10.95,57000.00,11.22,652,4919.96,4334,98.50,4,0,0,0
0,Debt Consolidation,0.14,95.95,10.82,50000.00,8.50,642,3839.96,4151,45.60,2,0,0,0
0,Debt Consolidation,0.13,252.20,10.42,33600.00,8.93,667,1719.00,5528,87.70,4,0,0,1
0,All Other,0.15,186.72,10.78,48000.00,19.40,652,4619.96,21093,85.10,3,1,0,1
0,All Other,0.08,141.02,10.17,26004.00,1.43,767,929.96,1057,23.50,0,0,0,0
0,Major Purchase,0.15,243.11,10.74,45996.00,18.91,652,2729.96,12634,76.60,0,0,0,0
